Date Time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387
20100101 00:00:00,-0.66826,-0.383486,-0.863829,-0.786366,-0.548001,-0.290948,-0.796351,-0.80303,-0.676064,-0.435184,-0.388697,-0.068564,-0.614719,-0.660981,-0.532563,-0.317519,-0.171634,-0.023349,0.260649,-0.602939,-0.400802,-0.124356,0.251146,0.333348,0.484945,0.839268,-0.61343,-0.250911,0.10105,0.468822,0.456168,0.567411,0.774691,0.787875,0.730716,0.601688,-0.401338,-0.068144,0.274952,0.573672,0.506223,0.583547,0.73415,0.744544,0.709871,0.606915,0.463768,-0.206592,0.105904,0.38113,0.611356,0.672996,0.750404,0.814985,0.797005,0.730629,0.5225,0.067846,-0.156935,-0.025423,0.350567,0.645973,0.844226,0.911856,0.968464,0.979005,0.815234,0.609671,-0.118604,-0.039195,0.312962,0.683087,0.939923,0.953703,0.976773,0.97974,0.829154,0.687357,-0.000171,0.165972,0.270411,0.65466,0.949602,0.985459,0.942335,0.922613,0.798057,-0.064636,0.163046,0.196342,0.633323,0.936993,1.039629,0.77831,0.713912,-0.179439,0.084146,0.249692,0.603489,0.839099,0.923825,0.619253,0.505705,-0.419193,-0.047843,0.267857,0.560184,0.752674,0.778967,0.549657,0.069764,-0.170815,-0.299912,-0.510309,-0.071064,0.265703,0.522801,0.751601,0.601352,0.208534,-0.336036,-0.669905,-0.679502,-1.084698,-1.141084,-0.24858,-0.217017,0.180465,0.35613,0.487124,0.694378,0.349954,-0.238332,-0.487517,-0.646469,-0.67492,-0.747211,-1.023709,-0.177139,-0.020711,0.358005,0.411538,0.421431,0.525097,0.180803,-0.168376,-0.342931,-0.607797,-0.521783,0.035438,-0.406358,-0.074437,0.120315,0.429756,0.476363,0.424234,0.346353,0.009501,-0.148628,-0.102999,-0.607069,-0.465047,0.110441,-0.084141,0.126658,0.240145,0.371289,0.433688,0.356443,0.126198,-0.219363,-0.488224,-0.650654,-0.886315,-0.5519,-0.187626,0.231508,0.309136,0.265022,0.250141,0.248825,0.012527,-0.4338,-0.771081,-1.028815,-1.172319,-0.846421,-0.298613,0.235731,0.445291,0.460826,0.364993,0.212682,-0.151268,-0.64588,-0.924238,-1.093515,-1.16908,-0.9671,-0.935585,-0.307197,0.079073,0.351794,0.412063,0.445879,0.146541,-0.371274,-0.810556,-1.014881,-1.10079,-1.131128,-1.0465,-1.010197,-1.210157,-0.597602,-0.189653,0.004439,-0.277958,-0.423615,-0.553328,-0.769957,-0.982089,-1.065728,-1.045695,-1.021552,-0.954111,-1.089292,-1.421486,-1.371065,-0.623236,-0.227519,-0.961218,-1.068259,-1.245457,-1.204972,-1.237418,-1.19027,-0.82397,-0.780972,-0.878595,-1.236131,-1.708135,-1.435977,-0.780997,-0.610424,-1.723359,-1.085072,-0.913566,-1.171229,-1.525812,-1.297472,-0.431695,-0.418585,-0.728539,-1.357464,-1.908362,-1.075025,-1.001187,-1.148895,-1.691939,-1.139092,-0.946198,-1.209874,-1.988399,-1.688524,-0.808544,-0.574336,-0.829372,-1.522899,-2.053938,-1.974978,-1.629497,-1.690787,-1.698161,-1.517121,-1.518029,-1.726424,-2.28882,-1.88423,-1.196228,-0.851857,-1.031853,-1.431956,-1.776146,-2.707561,-2.305068,-2.508565,-2.526066,-2.370053,-2.235859,-2.255598,-2.45111,-2.0133,-1.454321,-0.93331,-1.389761,-1.507005,-2.889015,-2.482282,-3.100163,-3.065603,-3.086005,-3.034571,-2.955591,-2.928074,-2.59306,-1.717513,-1.045784,-2.955656,-2.836357,-3.704351,-3.020666,-2.808841,-2.97571,-3.119072,-3.238738,-3.316818,-1.868766,-1.081319,-3.260511,-3.536847,-3.197709,-2.928973,-2.903342,-2.945317,-3.033582,-3.038843,-2.25682,-1.482833,-3.622887,-3.604369,-3.754024,-3.487411,-3.354657,-3.361303,-3.229707,-3.112885,-3.119899,-2.056591,-3.941223,-3.883768,-3.63793,-3.657104,-3.834253,-3.725106,-3.53414,-3.356695,-1.975986,-3.97613,-3.868438,-3.603834,-3.704388,-3.82602,-3.772308,-3.674355,-3.244375,-1.615211,-3.779183,-3.77042,-3.811264,-3.82182,-3.718577,-3.623491,-3.367323,-2.529106,-1.567424,-3.90191,-3.895881,-3.8664,-3.806406,-3.702065,-3.326163,-3.079606,-1.342759,-1.412783,-3.542958,-3.577281,-3.684722,-3.812179,-2.425167,-1.612875,-0.77463,-3.095425,-3.11561,-2.196602,-1.051456,0.01
20100101 03:00:00,-3.358774,-3.117831,-3.53464,-3.63719,-3.184099,-2.98792,-3.022649,-3.301828,-3.370509,-3.244658,-3.191456,-3.016617,-2.192553,-2.657405,-2.719513,-2.675801,-2.86034,-2.816533,-2.548051,-2.430638,-2.206585,-2.09604,-2.327798,-2.499305,-2.433118,-2.083106,-2.514798,-1.836131,-1.651211,-1.893913,-2.342913,-2.358433,-2.063306,-1.524872,-2.237948,-4.183239,-2.004055,-1.684858,-1.519618,-1.662022,-2.291767,-2.277765,-1.97182,-1.77675,-2.370162,-3.549145,-3.658341,-1.597124,-1.801361,-1.657477,-1.693823,-2.13849,-2.062497,-1.896519,-1.891644,-2.201423,-3.19758,-4.848105,-1.258328,-1.389491,-1.404922,-1.526767,-1.852966,-1.832446,-1.772839,-1.707495,-1.724847,-2.465403,-1.101179,-1.10198,-1.107523,-1.204795,-1.365132,-1.421238,-1.445503,-1.445839,-1.388002,-1.756524,-1.145958,-1.128435,-1.010337,-1.164668,-1.263304,-1.241124,-1.171099,-1.215267,-1.336276,-1.148857,-1.074552,-0.91354,-1.201979,-1.375751,-1.359051,-1.082181,-1.008716,-1.082442,-1.000555,-0.930702,-1.086709,-1.191086,-1.204183,-0.955328,-0.808123,-0.840408,-0.78158,-0.763543,-0.859144,-0.988266,-0.991221,-0.881155,-0.697887,-0.703004,-1.1301,-0.745723,-0.588965,-0.489108,-0.515898,-0.882995,-0.886147,-0.68247,-0.559005,-0.514998,-0.489743,-0.88232,-1.903986,-0.170624,-0.819784,-0.671584,-0.585837,-0.568219,-0.839336,-0.744533,-0.445581,-0.459853,-0.711737,-0.854905,-0.554565,-1.749916,-0.074133,-0.491755,-0.425365,-0.570264,-0.689077,-0.729232,-0.681691,-0.576032,-0.543444,-0.809045,-0.882905,-0.212508,-1.792433,0.207444,0.058757,0.229032,-0.02042,-0.264715,-0.46346,-0.508013,-0.591577,-0.671394,-0.636296,-0.502805,-0.133547,1.261763,0.865926,0.727959,0.67378,0.369216,0.046531,-0.147832,-0.145805,-0.258375,-0.347211,-0.307722,-0.297444,1.391879,1.128965,1.109668,1.001329,0.580658,0.086766,-0.102089,0.021981,-0.078353,-0.085516,0.051829,-0.305214,1.351984,0.985629,0.87565,0.797929,0.601154,0.129524,-0.02031,0.101943,-0.043016,-0.035402,0.015136,-0.467026,-0.751459,1.44182,1.14798,0.845413,0.712206,0.598985,0.246977,0.05415,-0.002373,-0.066582,-0.046241,-0.131065,-0.680426,-0.802834,-1.163321,1.398613,1.295834,0.972062,0.686332,0.42965,0.137729,0.038467,-0.052821,-0.083236,-0.137116,-0.322221,-0.74285,-0.973208,-1.398158,0.979116,1.013675,0.915,0.526943,0.287703,0.044871,0.030416,-0.02995,-0.120087,-0.296023,-0.46619,-0.784249,-1.297149,-1.802407,0.971196,0.923289,0.76876,0.268903,0.270358,0.181982,0.070483,-0.173587,-0.274718,-0.509739,-0.544597,-0.870782,-1.572214,-2.047919,1.215316,0.90016,0.536812,0.124187,0.212316,0.177051,0.017106,-0.550996,-0.485715,-0.291745,-0.514671,-1.087995,-1.908648,-2.207729,0.613902,0.601942,0.27893,0.008337,0.067291,-0.051602,-0.284105,-0.766747,-0.538179,-0.275342,-0.537071,-1.427366,-2.127599,-2.053263,0.146231,0.288383,-0.008594,-0.278312,-0.398153,-0.401681,-0.587765,-0.892841,-0.637135,-0.808319,-1.366723,-2.204973,-1.849319,0.005082,0.169794,-0.306711,-0.5209,-0.787601,-0.781784,-0.998081,-1.25981,-1.188859,-1.435691,-2.027062,-0.030848,-0.067748,-0.690233,-0.482624,-0.594763,-0.861871,-1.245721,-1.590009,-1.924929,-1.892886,-2.167622,-0.387238,-0.713208,-0.65691,-0.724165,-1.012266,-1.375355,-1.564368,-1.724625,-1.90459,-2.270365,-0.707496,-0.855319,-1.094614,-1.128447,-1.290912,-1.592112,-1.72603,-1.739763,-1.870333,-2.181279,-1.111342,-1.266339,-1.274087,-1.479475,-1.80099,-2.154415,-2.18426,-2.141742,-2.547295,-1.245691,-1.357685,-1.295495,-1.565281,-1.934498,-2.37218,-2.370344,-2.470031,-3.237249,-1.424029,-1.414914,-1.768469,-2.089739,-2.522836,-2.367311,-2.567843,-3.24655,-3.183897,-1.60553,-2.048228,-2.181917,-2.366851,-2.503809,-2.809878,-3.173353,-3.201379,-3.029368,-1.877077,-2.117893,-2.392015,-2.821041,-3.260347,-3.427746,-3.253465,-2.556203,-3.002206,-3.302765,-3.448033,0.01
20100101 06:00:00,-7.69752,-6.682566,-8.356778,-7.841423,-7.428632,-6.681283,-8.364902,-8.393581,-7.795526,-6.709033,-6.627022,-6.091824,-7.166143,-7.639974,-7.354994,-6.726055,-6.598349,-5.76683,-4.920425,-7.373552,-6.983647,-6.626194,-6.481625,-5.714453,-4.948659,-4.858173,-7.482763,-6.454512,-6.01438,-6.024171,-5.506361,-4.691784,-3.783297,-4.290117,-4.804144,-5.088678,-6.747637,-6.215057,-5.830036,-5.675841,-5.329866,-4.343764,-3.369633,-3.618872,-4.266981,-4.803871,-4.454559,-6.065655,-6.339564,-5.981765,-5.626005,-5.28311,-4.074655,-3.162427,-3.176961,-3.945573,-4.580205,-4.642962,-5.174306,-5.406458,-5.456621,-5.233541,-4.924668,-3.807419,-3.094713,-3.109444,-4.095867,-4.541899,-4.887064,-4.853761,-4.890636,-4.51336,-4.006644,-3.683768,-3.309177,-3.289817,-4.27263,-4.496788,-5.215075,-5.105635,-4.715195,-4.44025,-3.969039,-3.645595,-3.430183,-3.504323,-4.449153,-4.918286,-4.911564,-4.488937,-4.615036,-4.169611,-3.282635,-3.374852,-3.813453,-4.392014,-4.568418,-4.505949,-4.597988,-4.094001,-3.362631,-3.431797,-4.048288,-3.236175,-3.661626,-4.005351,-4.291415,-3.989406,-3.572652,-3.480009,-3.968275,-4.365322,-4.062576,-2.797311,-3.023827,-3.251272,-3.61791,-3.666766,-3.34834,-2.999309,-3.424616,-3.905373,-4.1435,-4.241538,-4.060875,-1.664805,-3.542846,-3.802306,-3.828063,-3.768686,-3.661424,-3.060593,-2.303361,-2.373774,-3.040369,-3.620107,-3.6637,-3.769548,-1.432307,-2.819106,-3.303113,-3.889192,-4.18262,-3.806079,-3.102828,-2.548644,-2.36508,-2.972195,-3.240933,-2.780128,-3.438474,-0.670526,-1.230962,-1.131832,-1.925388,-2.594976,-2.983426,-2.593733,-2.542103,-2.805928,-3.559693,-3.442838,-2.75463,2.153859,1.087831,0.634812,0.373992,-0.455852,-1.396637,-1.83008,-1.512212,-1.643147,-2.056614,-2.983155,-3.026028,2.77288,1.733734,1.693835,1.525636,0.502939,-1.147112,-1.59957,-0.858758,-1.040174,-1.425308,-1.981417,-2.245905,2.856996,1.178732,0.881242,0.752963,0.369411,-0.997038,-1.21023,-0.407769,-0.73621,-1.357896,-2.106664,-2.677333,-3.217073,3.134464,1.915846,1.030279,0.636515,0.1938,-0.562404,-0.846794,-0.721394,-0.743386,-1.276315,-2.235919,-3.691494,-3.860691,-3.969319,3.507051,2.823876,1.983509,1.627536,0.924317,-0.036566,-0.388059,-0.692451,-0.753571,-1.015988,-1.75488,-2.953807,-3.352532,-3.612388,3.625023,2.816194,2.174351,2.208159,1.381296,0.53593,0.38152,-0.075218,-0.495859,-0.906886,-1.402678,-2.124602,-2.555537,-3.226575,3.718144,2.861433,2.328353,2.602972,1.382255,0.469279,0.21016,0.071399,-0.342574,-0.946894,-1.119048,-1.664312,-2.487864,-3.249671,3.817777,3.12789,2.44733,2.098955,1.364964,0.482613,-0.171754,0.036235,-0.249071,-0.813099,-1.153448,-1.661798,-2.556346,-3.38764,3.479776,3.181334,2.452285,1.745619,1.62986,0.835099,0.186533,0.133921,-0.203058,-0.768066,-1.467504,-1.909429,-2.405398,-2.88243,3.225767,3.201658,2.726182,2.098099,1.628709,1.11373,0.502842,0.148488,-0.169489,-0.844377,-1.757821,-2.273145,-2.330225,3.048246,3.086189,2.603282,2.165059,1.629996,1.524918,0.79738,0.069931,-0.45859,-1.144794,-1.953121,3.02528,2.849185,2.195894,2.174834,1.769599,1.282975,0.524872,-0.174096,-0.93389,-1.505565,-2.082514,2.533283,2.054215,1.924583,1.539632,0.791397,-0.052222,-0.404298,-0.741948,-1.39438,-2.092294,2.082789,1.789859,1.392956,1.139932,0.654707,-0.082662,-0.517908,-0.725491,-1.145054,-1.91979,1.401327,1.07584,0.958817,0.548962,-0.008984,-0.822169,-1.160538,-1.370859,-2.334305,1.092511,0.834362,0.891446,0.358055,-0.33667,-1.196077,-1.385851,-1.734546,-3.122352,0.570812,0.720839,-0.001239,-0.65325,-1.526035,-1.454202,-1.840979,-2.930474,-3.337574,0.371551,-0.478423,-0.762887,-1.15667,-1.562672,-2.155804,-2.76797,-3.456009,-3.179043,-0.502306,-0.900444,-1.267697,-1.906227,-2.936584,-3.500114,-3.705823,-2.014869,-2.631888,-3.225323,-3.810751,0.01
20100101 09:00:00,-9.923914,-8.789398,-10.318611,-9.720476,-9.75459,-8.836646,-10.810256,-10.671317,-9.990801,-8.846281,-8.74147,-7.978852,-10.703025,-10.66055,-10.299111,-9.602749,-9.043144,-7.725296,-6.466654,-10.659913,-10.577163,-10.202281,-9.289327,-7.828142,-6.597228,-6.410892,-10.65857,-10.588916,-10.12812,-9.260708,-7.703563,-6.333014,-5.255661,-5.643216,-6.313658,-7.029666,-10.646179,-10.473474,-9.9723,-9.099656,-7.508167,-5.897375,-4.711627,-4.932115,-5.868057,-6.84036,-6.833783,-10.580627,-10.259206,-9.757481,-8.930003,-7.556288,-5.710437,-4.457099,-4.432275,-5.578408,-6.760416,-7.297303,-10.523169,-10.388674,-9.766249,-8.657991,-7.249021,-5.526692,-4.349676,-4.232475,-5.479306,-6.363888,-10.504436,-10.406192,-9.832071,-8.096869,-6.309029,-5.749981,-4.807645,-4.359282,-5.507727,-6.031695,-10.444476,-10.318309,-10.153382,-8.292639,-6.401975,-5.761505,-5.020955,-4.555017,-5.702894,-10.43245,-10.380623,-10.440928,-8.674541,-6.580848,-4.726897,-4.983266,-5.087632,-10.471732,-10.457357,-10.240586,-8.855113,-6.815757,-4.920639,-5.235281,-5.348847,-10.452961,-10.5287,-10.157329,-8.976029,-6.965744,-5.484464,-5.382957,-5.346814,-5.410456,-5.821925,-10.510371,-10.614013,-10.078248,-8.8292,-6.612349,-5.567961,-5.550249,-5.249048,-5.246723,-5.32149,-5.806426,-6.578037,-10.285604,-10.655783,-10.533933,-10.161949,-9.092852,-6.727489,-5.747818,-5.641933,-4.937874,-4.989661,-5.171267,-5.110191,-6.214622,-10.294901,-10.491312,-10.240075,-10.116863,-9.656323,-7.445004,-5.924734,-5.197175,-4.831077,-5.00629,-4.939364,-4.271884,-6.141182,-10.014938,-10.152578,-9.657662,-8.536215,-7.871224,-6.945767,-5.682353,-4.986949,-4.977355,-5.232588,-4.919186,-4.230344,-8.179856,-8.863302,-9.087468,-8.738673,-7.347706,-6.677,-6.19926,-5.45819,-5.044895,-4.923409,-5.06797,-4.736131,-6.556938,-8.578809,-8.430225,-7.953586,-6.964766,-6.581704,-6.024781,-5.229586,-5.059523,-4.858238,-4.708367,-4.519469,-5.609276,-9.192487,-8.496833,-8.053331,-7.381938,-6.466963,-5.773541,-5.048327,-5.136443,-4.945354,-4.696884,-4.627447,-4.680076,-5.443554,-7.863359,-7.902044,-7.861613,-7.63842,-6.09436,-5.475892,-5.117502,-5.191864,-5.009724,-4.779536,-4.88412,-4.87861,-5.210154,-3.936279,-6.265978,-7.083194,-6.434626,-5.950889,-5.149357,-5.063778,-5.082813,-5.211556,-5.136621,-4.871464,-4.621963,-4.68534,-5.112402,-0.527143,-4.314515,-6.502824,-4.65394,-4.648035,-4.506552,-4.557616,-4.870716,-5.189037,-5.340562,-5.062245,-4.537763,-4.368995,-4.932582,0.000383,-3.608976,-5.36743,-2.307849,-4.166907,-4.936172,-4.579848,-4.813768,-5.212147,-5.633782,-5.54327,-5.046834,-4.349692,-4.952847,-1.076879,-2.876868,-3.908263,-3.14379,-4.389401,-4.964602,-4.654653,-4.778468,-5.165921,-5.613432,-5.491065,-5.131865,-4.339573,-5.077156,0.823701,-1.022648,-2.435127,-3.797025,-4.288152,-4.519414,-4.60368,-4.769156,-5.222573,-5.514946,-5.169296,-5.116312,-4.808145,-4.645939,2.363414,1.136008,0.366475,-1.051573,-2.50444,-3.153785,-4.00761,-4.732968,-5.355708,-5.547806,-5.311349,-4.817478,-3.935811,2.235371,1.286203,1.533771,0.319715,-0.877095,-1.091796,-2.488361,-3.874199,-5.003144,-5.433255,-5.434836,2.317681,1.568753,2.050976,0.076067,-1.361082,-1.86858,-2.834872,-3.728404,-4.683961,-5.242589,-5.339599,1.815564,1.27535,0.039857,-1.471642,-2.992054,-4.281088,-4.62925,-4.913638,-5.273612,-5.186343,1.765038,0.97933,0.517678,-0.682868,-1.915119,-3.125796,-4.214253,-4.841497,-5.320618,-4.992105,1.348852,0.613764,-0.526426,-1.125137,-1.566534,-3.25548,-4.315224,-4.915355,-4.61337,1.294324,0.506713,-0.73109,-0.949712,-1.448845,-3.00864,-4.033475,-4.502889,-4.208483,0.378448,-0.486889,-1.105598,-1.647611,-2.868976,-4.027267,-4.424743,-4.106189,-4.058164,-0.340739,-1.81214,-2.152323,-2.741369,-3.969803,-4.270611,-4.07653,-4.049194,-3.841385,-1.246257,-2.024185,-2.74856,-3.894652,-4.118346,-4.102401,-4.044438,-2.991298,-3.910492,-4.001129,-4.111075,0.01
20100101 12:00:00,-10.884974,-9.793171,-11.354587,-10.494156,-10.780993,-10.002528,-12.365975,-11.887936,-10.932443,-9.613338,-9.579154,-8.76564,-12.642654,-12.250969,-11.719499,-10.899847,-10.219901,-8.903868,-7.67851,-12.37816,-12.333405,-12.007983,-11.076731,-9.421954,-8.051085,-7.642728,-12.328359,-12.444613,-12.045194,-11.134978,-9.375408,-7.872048,-6.736079,-6.800449,-6.586337,-6.070065,-12.484313,-12.368862,-11.912097,-10.99983,-9.174417,-7.357799,-6.042648,-6.158454,-6.303243,-6.296915,-6.467994,-12.551543,-12.111703,-11.649315,-10.822842,-9.32093,-7.256693,-5.854646,-5.82293,-6.250252,-6.469395,-6.265351,-12.602987,-12.403105,-11.689356,-10.547153,-9.103525,-7.184022,-5.918754,-5.852095,-6.500099,-6.778006,-12.628172,-12.491155,-11.752412,-9.977316,-8.188077,-7.547113,-6.574898,-6.069746,-6.720718,-7.112028,-12.51899,-12.268751,-11.907225,-10.140572,-8.326659,-7.679161,-6.927112,-6.295654,-6.851134,-12.49728,-12.232446,-12.065903,-10.511092,-8.549972,-6.694669,-6.7985,-6.842268,-12.52547,-12.247277,-11.872737,-10.604268,-8.66225,-6.796187,-6.951966,-7.274319,-12.706642,-12.310213,-11.638294,-10.474595,-8.667921,-7.240475,-7.055294,-7.442685,-7.716294,-7.663975,-12.7694,-12.273983,-11.270795,-9.848484,-8.177153,-7.160269,-6.898023,-7.152011,-7.57149,-7.851874,-7.917576,-7.756629,-12.699825,-12.48859,-11.970592,-11.363995,-10.194141,-8.232478,-7.113949,-6.574287,-6.163935,-6.461466,-6.966137,-7.568454,-7.669481,-12.609745,-12.229654,-11.628258,-11.357636,-10.928261,-8.788642,-7.243191,-6.39072,-6.026186,-6.328773,-6.643017,-7.235553,-7.627468,-12.444781,-11.940343,-11.138534,-9.550869,-8.750301,-7.878994,-6.736002,-6.209514,-6.390348,-7.208625,-7.376383,-7.368621,-12.712104,-12.001615,-11.676984,-10.819127,-8.486381,-7.311924,-6.629483,-5.884007,-5.63762,-5.938408,-7.154827,-7.415296,-12.700527,-11.850005,-11.448954,-10.716135,-8.61849,-7.414978,-6.526965,-5.727811,-5.422762,-5.712952,-6.805806,-7.013986,-12.787168,-11.99443,-10.674771,-9.978822,-8.909287,-7.267522,-6.36694,-5.843591,-5.577355,-6.032208,-6.950477,-7.270143,-7.553519,-12.767889,-11.944781,-10.378669,-9.863675,-9.031018,-6.805561,-5.935404,-5.547564,-5.54909,-6.012768,-6.902404,-7.859352,-7.948279,-7.995041,-12.690493,-11.962109,-10.776258,-10.227227,-8.910338,-6.718876,-6.128768,-5.65464,-5.556109,-5.527533,-6.245888,-7.409142,-7.674037,-7.831215,-12.414751,-11.629734,-10.889058,-10.719082,-8.926124,-7.158057,-6.971758,-6.523045,-6.297614,-6.502005,-6.715137,-7.1884,-7.238544,-7.653574,-12.429038,-11.567115,-11.123453,-11.546354,-9.008069,-7.127132,-6.596395,-7.321974,-7.394325,-8.182043,-8.043172,-7.763033,-7.26996,-7.667263,-12.658221,-11.879893,-11.092135,-10.657671,-9.107787,-7.341828,-6.21583,-8.691736,-8.215764,-7.095767,-7.772383,-7.774814,-7.219364,-7.741777,-11.691819,-11.754841,-10.888023,-10.039204,-9.817255,-8.452713,-7.835444,-9.650523,-8.350275,-6.638049,-7.181375,-7.51419,-7.402505,-7.389484,-10.795656,-11.621984,-11.033585,-10.764526,-10.807101,-9.760755,-9.371074,-10.149445,-8.680758,-7.728101,-7.807028,-7.367446,-6.891825,-9.921216,-11.199297,-9.831697,-10.836321,-11.667529,-11.428933,-11.146926,-10.926888,-9.365245,-8.456845,-8.132178,-9.849922,-10.201159,-7.497751,-10.338555,-11.721445,-11.672168,-11.592545,-11.264844,-10.056154,-8.777264,-8.417508,-9.577973,-8.97669,-10.122698,-11.306653,-11.574423,-11.131993,-10.919078,-10.347889,-9.046375,-8.678744,-7.530304,-8.788545,-9.086149,-10.547073,-11.271012,-10.900676,-10.754882,-10.427721,-9.352015,-8.157418,-5.329838,-7.004599,-10.182944,-10.854198,-10.610081,-10.491152,-10.022105,-9.208136,-8.20524,-4.019469,-5.911423,-10.442152,-9.888468,-9.223018,-9.864185,-9.675855,-9.226082,-8.885702,-5.23283,-9.651741,-9.327419,-8.930022,-9.5193,-9.405742,-9.150875,-8.84215,-7.986526,-8.190017,-9.835235,-9.915885,-9.866614,-9.444349,-9.050584,-8.56631,-7.402548,-6.794579,-7.601822,-9.065039,-9.632463,-9.441353,-8.878129,-8.159117,-7.059869,-8.51732,-8.711153,-8.534844,-7.848781,0.01
