ICM_ID,new_area_m2,old_area_m2,new-old,old_comp_to_use_for_new_rain
969,473960000,473960000,0,969
970,454346000,454346000,0,970
971,411371000,411371000,0,971
972,426306000,426306000,0,972
973,365787000,365787000,0,973
974,483943000,483943000,0,974
975,466689000,466689000,0,975
976,563466000,563466000,0,976
977,626999000,626999000,0,977
978,564237000,564237000,0,978
979,704004000,704004000,0,979
980,415034,574653,-159619,980
981,2994510,2994510,0,981
982,856455,856455,0,982
983,689644,689644,0,983
984,1371730,1371730,0,984
985,1421450,1493330,-71880,985
986,1246360,1246360,0,986
987,1251100,1251100,0,987
988,1195270,1195270,0,988
989,5985390,5985390,0,989
990,1183080,1215600,-32520,990
991,10232500,10232500,0,991
992,8619850,8619850,0,992
993,2545580,2545580,0,993
994,12994800,12994800,0,994
995,5064570,5064570,0,995
996,6190040,6190040,0,996
997,15286300,15286300,0,997
998,6580970,6724860,-143890,998
999,3080720,3080720,0,999
1000,5987210,2653110,3334100,1471
1001,7365320,7365320,0,1001
1002,4109630,4109630,0,1002
1003,3966320,3966320,0,1003
1004,4524110,4524110,0,1004
1005,2609320,2609320,0,1005
1006,6578360,6578360,0,1006
1007,21108600,21108600,0,1007
1008,10087100,10087100,0,1008
1009,2389270,2389270,0,1009
1010,4481010,4481010,0,1010
1011,6639190,944311,5694879,1136
1012,5483840,1498830,3985010,1012
1013,31005400,2404660,28600740,1360
1014,8725700,5988280,2737420,1360
1015,10036800,4819120,5217680,1015
1016,9429930,2359070,7070860,1016
1017,3223320,1212500,2010820,1360
1018,2174890,2174890,0,1018
1019,2505590,2011620,493970,1321
1020,61298400,61298400,0,1020
1021,912903,1487750,-574847,1321
1022,2597050,2597050,0,1022
1023,2095890,2095890,0,1023
1024,4997660,4997660,0,1024
1025,16323300,16323300,0,1025
1026,15267500,15267500,0,1026
1027,20302100,20302100,0,1027
1028,18803400,18803400,0,1028
1029,7173590,7173590,0,1029
1030,9282440,9282440,0,1030
1031,21094700,21094700,0,1031
1032,19698300,19698300,0,1032
1033,14293900,14293900,0,1033
1034,4357890,4357890,0,1034
1035,10544600,10544600,0,1035
1036,7087300,7087300,0,1036
1037,2430530,2430530,0,1037
1038,8298110,8298110,0,1038
1039,12601900,12601900,0,1039
1040,19063100,19063100,0,1040
1041,29688100,29688100,0,1041
1042,13538400,13538400,0,1042
1043,33558300,33558300,0,1043
1044,12762700,12762700,0,1044
1045,7621540,7621540,0,1045
1046,22562900,22562900,0,1046
1047,23664000,23664000,0,1047
1048,12087500,12087500,0,1048
1049,9643110,9643110,0,1049
1050,17877600,17877600,0,1050
1051,3598020,2326360,1271660,1393
1052,13704800,13704800,0,1052
1053,9609080,9609080,0,1053
1054,7587600,2789550,4798050,1054
1055,7473320,7473320,0,1055
1056,3776960,4918190,-1141230,1392
1057,1397920,1397920,0,1057
1058,12422000,7503770,4918230,1058
1059,8928920,8928920,0,1059
1060,10274400,10274400,0,1060
1061,8403680,8403680,0,1061
1062,21012400,21012400,0,1062
1063,15418100,15418100,0,1063
1064,20592800,20592800,0,1064
1065,6301890,6301890,0,1065
1066,3457020,3457020,0,1066
1067,5641580,5641580,0,1067
1068,174250,174250,0,1068
1069,2621060,2621060,0,1069
1070,663491,663491,0,1070
1071,13377800,13377800,0,1071
1072,1588220,1588220,0,1072
1073,907349,907349,0,1073
1074,1034540,1034540,0,1074
1075,3700980,3700980,0,1075
1076,3362710,3362710,0,1076
1077,891053,891053,0,1077
1078,3556030,3556030,0,1078
1079,52641200,52641200,0,1079
1080,3093840,3093840,0,1080
1081,14717700,14717700,0,1081
1082,4363720,4363720,0,1082
1083,827507,827507,0,1083
1084,3301020,3301020,0,1084
1085,17401700,17401700,0,1085
1086,10499200,10499200,0,1086
1087,22580100,22580100,0,1087
1088,5648430,5648430,0,1088
1089,16057000,16057000,0,1089
1090,5667220,5667220,0,1090
1091,3758660,3758660,0,1091
1092,21368600,21368600,0,1092
1093,19262300,19262300,0,1093
1094,8078140,8078140,0,1094
1095,55008200,55008200,0,1095
1096,13253000,13253100,-100,1096
1097,6304070,6304070,0,1097
1098,17808400,17809000,-600,1098
1099,38552300,38550100,2200,1099
1100,15293600,15293600,0,1100
1101,3025630,3025630,0,1101
1102,9155410,9155410,0,1102
1103,6795400,6795400,0,1103
1104,1708660,1708660,0,1104
1105,2853420,2853390,30,1105
1106,4327640,4327640,0,1106
1107,9625340,9625340,0,1107
1108,14242700,14242000,700,1108
1109,18417800,18417800,0,1109
1110,3761600,3761600,0,1110
1111,25757600,25757600,0,1111
1112,16581100,16581100,0,1112
1113,1504880,1504880,0,1113
1114,12991400,12991400,0,1114
1115,805496,2820450,-2014954,1115
1116,29846400,29156400,690000,1116
1117,11696600,11386600,310000,1117
1118,25183300,24677900,505400,1118
1119,10188200,9678490,509710,1119
1120,13961000,15639400,-1678400,1120
1121,44669000,42465800,2203200,1121
1122,8657310,8657310,0,1122
1123,38626900,38626900,0,1123
1124,16946600,17471400,-524800,1124
1125,30845900,30845900,0,1125
1126,26360900,26360900,0,1126
1127,16374200,14992800,1381400,1127
1128,11189400,13405100,-2215700,1128
1129,19182100,19182100,0,1129
1130,5924500,6977710,-1053210,1130
1131,3886590,9704740,-5818150,1131
1132,25029600,25009600,20000,1132
1133,9890180,4161890,5728290,1133
1134,30508100,28398300,2109800,1134
1135,858903,858903,0,1135
1136,5053520,14315600,-9262080,1136
1137,8867180,9191560,-324380,1137
1138,4174740,3850360,324380,1138
1139,4625900,4944940,-319040,1139
1140,21526500,21562000,-35500,1140
1141,1143170,3252970,-2109800,1141
1142,918729,951167,-32438,1142
1143,37722900,37722900,0,1143
1144,17674700,17674700,0,1144
1145,19805800,19805800,0,1145
1146,27125200,22544800,4580400,1146
1147,17042900,17042900,0,1147
1148,10245000,10245000,0,1148
1149,14590400,14590400,0,1149
1150,3716940,3716940,0,1150
1151,15438500,15438500,0,1151
1152,7009320,7842340,-833020,1152
1153,4347020,4347020,0,1153
1154,5832150,5832150,0,1154
1155,12519200,12519200,0,1155
1156,22583700,22583700,0,1156
1157,21668000,21668000,0,1157
1158,16081000,16081000,0,1158
1159,29915000,29915000,0,1159
1160,29897800,29897800,0,1160
1161,23730100,23730100,0,1161
1162,66184100,66184100,0,1162
1163,66346500,62792700,3553800,1163
1164,20806000,20806000,0,1164
1165,3102790,3081370,21420,1165
1166,2793540,2793540,0,1166
1167,727632,580255,147377,1167
1168,6635990,5802180,833810,1168
1169,14025400,14025400,0,1169
1170,12275000,12275000,0,1170
1171,18163200,18163200,0,1171
1172,24548700,28261400,-3712700,1172
1173,12778500,12778500,0,1173
1174,15694500,15729200,-34700,1174
1175,12822400,11045100,1777300,1175
1176,13987600,12886900,1100700,1176
1177,13630200,13630200,0,1177
1178,13838300,13838300,0,1178
1179,18040000,18040000,0,1179
1180,15675800,15675800,0,1180
1181,9790840,9790840,0,1181
1182,19261000,19261000,0,1182
1183,1818910,1818910,0,1183
1184,9660700,9660700,0,1184
1185,30863600,30863600,0,1185
1186,19736000,19736000,0,1186
1187,22569200,22569200,0,1187
1188,20410000,20405800,4200,1188
1189,24675800,23632300,1043500,1189
1190,805282,2514830,-1709548,1190
1191,18837300,18837300,0,1191
1192,12616800,12610000,6800,1192
1193,4850460,4444810,405650,1193
1194,41680800,32127100,9553700,1194
1195,6693950,6383580,310370,1195
1196,3812870,4419520,-606650,1196
1197,1374780,1442830,-68050,1197
1198,8611730,8318730,293000,1198
1199,78697500,77041000,1656500,1199
1200,7958610,7903320,55290,1200
1201,9511350,9511350,0,1201
1202,5593590,5593600,-10,1202
1203,3516000,3515990,10,1203
1204,4646580,4646580,0,1204
1205,18010600,17843400,167200,1205
1206,1016010,2636520,-1620510,1206
1207,10774000,9351430,1422570,1207
1208,31288700,31288700,0,1208
1209,6538730,6446780,91950,1209
1210,12820000,12820000,0,1210
1211,17468400,17467500,900,1211
1212,3799570,3799570,0,1212
1213,6758740,6756360,2380,1213
1214,7652440,7652440,0,1214
1215,3238950,2590460,648490,1215
1216,5871210,5871210,0,1216
1217,15984700,15984700,0,1217
1218,15008300,15008300,0,1218
1219,4718870,4583520,135350,1219
1220,21466000,21314900,151100,1220
1221,29325900,28910800,415100,1221
1222,13124600,13124600,0,1222
1223,34427500,34429600,-2100,1223
1224,20016400,20016400,0,1224
1225,10175900,10175900,0,1225
1226,13244000,13244000,0,1226
1227,13609200,13609200,0,1227
1228,11201000,11201000,0,1228
1229,15589100,15589100,0,1229
1230,9698050,9586910,111140,1230
1231,6033550,7470880,-1437330,1231
1232,3308110,4022070,-713960,1232
1233,9560920,9560920,0,1233
1234,13874600,11658400,2216200,1234
1235,2904160,2904160,0,1235
1236,24753700,24756400,-2700,1236
1237,8398920,8398920,0,1237
1238,38009400,38009400,0,1238
1239,9268530,9001300,267230,1239
1240,20950600,20232600,718000,1240
1241,9281260,8839790,441470,1241
1242,6824710,6824710,0,1242
1243,10665400,10665400,0,1243
1244,15669400,15669400,0,1244
1245,13248600,13248600,0,1245
1246,4637590,4637590,0,1246
1247,6058760,6058760,0,1247
1248,8041890,8041890,0,1248
1249,30823400,30823500,-100,1249
1250,14390100,14390100,0,1250
1251,32859200,32859200,0,1251
1252,3451100,3451100,0,1252
1253,17031200,16898900,132300,1253
1254,11870100,11870100,0,1254
1255,28385700,28385700,0,1255
1256,10587800,10587800,0,1256
1257,9924700,9924700,0,1257
1258,8315480,8315480,0,1258
1259,4866530,4866530,0,1259
1260,18420600,18420600,0,1260
1261,4857580,4672820,184760,1261
1262,3666730,4212740,-546010,1262
1263,77124900,91167200,-14042300,1263
1264,17363600,17363600,0,1264
1265,21409300,21409300,0,1265
1266,12191900,12191900,0,1266
1267,10152100,10152100,0,1267
1268,21982000,21982000,0,1268
1269,12937000,12937000,0,1269
1270,14307400,15036900,-729500,1270
1271,10464700,10464700,0,1271
1272,4728970,3252970,1476000,1272
1273,25418200,25145000,273200,1273
1274,34751800,36242200,-1490400,1274
1275,72422800,72428200,-5400,1275
1276,13775300,13047500,727800,1276
1277,18727800,18727800,0,1277
1278,5476670,5476670,0,1278
1279,20659000,20659000,0,1279
1280,765776,770382,-4606,1280
1281,643964,3195930,-2551966,1474
1282,16172600,16172600,0,1282
1283,2442140,2609680,-167540,1283
1284,21178100,21178100,0,1284
1285,49938900,49938900,0,1285
1286,41465700,26994300,14471400,1286
1287,6928950,6928950,0,1287
1288,9626870,9626870,0,1288
1289,5877860,5877860,0,1289
1290,5742250,5663120,79130,1290
1291,20132800,20132800,0,1291
1292,833031,827483,5548,1292
1293,1092370,1092370,0,1293
1294,27845800,27838700,7100,1294
1295,616407,616407,0,1295
1296,520048,520048,0,1296
1297,356672,4658830,-4302158,1297
1298,8121310,8418730,-297420,1298
1299,820667,827290,-6623,1299
1300,148789000,148789000,0,1300
1301,974348,974348,0,1301
1302,14216300,480110,13736190,1302
1303,11047700,11280000,-232300,1303
1304,872487,154822,717665,1304
1305,436208,436208,0,1305
1306,4550320,4550320,0,1306
1307,25442700,25353600,89100,1307
1308,14410100,14410100,0,1308
1309,17843100,32059300,-14216200,1309
1310,11773900,11773900,0,1310
1311,48263700,48263700,0,1311
1312,34447700,34447700,0,1312
1313,60180100,60180100,0,1313
1314,22870800,22870800,0,1314
1315,10372200,10372200,0,1315
1316,36530800,31938400,4592400,1316
1317,5083610,5083610,0,1317
1318,103573000,103573000,0,1318
1319,9582980,9582980,0,1319
1320,25779900,25779900,0,1320
1321,13974200,13974200,0,1321
1322,60016900,60016900,0,1322
1323,21292500,21292500,0,1323
1324,53732900,53732900,0,1324
1325,29247900,29247900,0,1325
1326,20639500,20639500,0,1326
1327,105227000,105227000,0,1327
1328,48453400,64013000,-15559600,1328
1329,86253700,68042800,18210900,1329
1330,44267300,44267300,0,1330
1331,36364900,36364900,0,1331
1332,44464200,44464200,0,1332
1333,442429000,442429000,0,1333
1334,606430000,606430000,0,1334
1335,540391000,540391000,0,1335
1336,242166000,418686000,-176520000,1336
1337,508866000,508866000,0,1337
1338,707938000,707938000,0,1338
1339,393691000,394248000,-557000,1339
1340,560557000,560557000,0,1340
1341,2637620,2637620,0,1341
1342,174859000,1634740,173224260,1336
1343,98106800,191587000,-93480200,1343
1344,84012800,7380500,76632300,1344
1345,48577900,37144400,11433500,1345
1346,39168800,24237100,14931700,1346
1347,38219000,29865300,8353700,1347
1348,63125800,75828300,-12702500,1348
1349,53076900,56694400,-3617500,1349
1350,57777800,63441700,-5663900,1350
1351,211406000,8191440,203214560,1432
1352,306384000,306384000,0,1352
1353,44970100,44970100,0,1353
1354,111990000,111990000,0,1354
1355,46564700,46564700,0,1355
1356,91766200,91766200,0,1356
1357,54516700,54516700,0,1357
1358,36500300,36500300,0,1358
1359,141677000,141677000,0,1359
1360,5759230,5759230,0,1360
1361,19876500,19876500,0,1361
1362,15556900,15556900,0,1362
1363,65984700,65984700,0,1363
1364,8510650,8510650,0,1364
1365,49648000,51568300,-1920300,1365
1366,52108500,47403400,4705100,1366
1367,7516050,7516050,0,1367
1368,273819000,273819000,0,1368
1369,13089700,13089700,0,1369
1370,12895700,12895700,0,1370
1371,6539320,3886210,2653110,1371
1372,2946770,2946770,0,1372
1373,5690240,5690240,0,1373
1374,5510340,5510340,0,1374
1375,3950610,3950610,0,1375
1376,4615560,4615560,0,1376
1377,19167200,19167200,0,1377
1378,10336000,10336000,0,1378
1379,7617930,7617930,0,1379
1380,55939000,55938900,100,1380
1381,150604000,150604000,0,1381
1382,2742510,4104250,-1361740,1382
1383,4751280,12946700,-8195420,1383
1384,2869060,5085320,-2216260,1384
1385,2141900,2141900,0,1385
1386,9782280,9373980,408300,1386
1387,50888500,49925700,962800,1387
1388,5605250,8256620,-2651370,1388
1389,19722200,19657500,64700,1389
1390,10358800,10358900,-100,1390
1391,17065800,17065800,0,1391
1392,251178000,250713000,465000,1392
1393,47292200,47292200,0,1393
1394,57564900,57565700,-800,1394
1395,106009000,106008000,1000,1395
1396,53395000,53395000,0,1396
1397,51694800,51694800,0,1397
1398,10672700,10672700,0,1398
1399,81493000,81493000,0,1399
1400,21234800,21234800,0,1400
1401,19172600,19169100,3500,1401
1402,22325500,22325500,0,1402
1403,23729500,23729500,0,1403
1404,784946,784946,0,1404
1405,40224000,40219700,4300,1405
1406,6514690,6514690,0,1406
1407,23945700,23945700,0,1407
1408,16048100,16048100,0,1408
1409,27168100,27168100,0,1409
1410,8427730,8427730,0,1410
1411,3585390,3585390,0,1411
1412,111617000,111617000,0,1412
1413,82588700,82588700,0,1413
1414,37728200,37728200,0,1414
1415,9242880,9242880,0,1415
1416,9921240,9921240,0,1416
1417,8414570,8418890,-4320,1417
1418,429013000,429013000,0,1418
1419,533629000,533629000,0,1419
1420,382695000,382138000,557000,1420
1421,610994000,610994000,0,1421
1422,485653000,485653000,0,1422
1423,302831000,302825000,6000,1423
1424,531636000,531636000,0,1424
1425,94930900,94930900,0,1425
1426,326310000,326310000,0,1426
1427,458882000,458882000,0,1427
1428,378752000,378752000,0,1428
1429,500092000,500092000,0,1429
1430,263059000,352837000,-89778000,1430
1431,481000000,459027000,21973000,1431
1432,321720000,416426000,-94706000,1432
1433,381995000,431002000,-49007000,1433
1434,281538000,281538000,0,1434
1435,626063000,626063000,0,1435
1436,577921000,577921000,0,1436
1437,522158000,522158000,0,1437
1438,311493000,311493000,0,1438
1439,7551420,7551420,0,1439
1440,22210500,22210500,0,1440
1441,4735590,6391020,-1655430,1441
1442,90939300,90939300,0,1442
1443,111417000,111417000,0,1443
1444,74874400,74874400,0,1444
1445,78851500,78851500,0,1445
1446,107253000,107253000,0,1446
1447,148781000,148781000,0,1447
1448,63162200,63162200,0,1448
1449,103142000,103142000,0,1449
1450,83365300,83365300,0,1450
1451,88596400,88596400,0,1451
1452,44454600,44454600,0,1452
1453,46125700,46125700,0,1453
1454,104616000,104616000,0,1454
1455,83074100,83074100,0,1455
1456,118646000,118646000,0,1456
1457,55709400,55709400,0,1457
1458,85909000,85909000,0,1458
1459,105524000,105524000,0,1459
1460,59820300,59820300,0,1460
1461,58346600,58346600,0,1461
1462,78167600,78167600,0,1462
1463,102586000,102586000,0,1463
1464,154421000,154421000,0,1464
1465,90316300,90316300,0,1465
1466,145735000,145735000,0,1466
1467,64369000,64369000,0,1467
1468,102130000,102130000,0,1468
1469,54876200,54876200,0,1469
1470,51549200,51549200,0,1470
1471,62888000,61594900,1293100,1471
1472,68283600,68283600,0,1472
1473,120215000,120215000,0,1473
1474,89850700,89850700,0,1474
1475,53109700,56648000,-3538300,1475
1476,120996000,120996000,0,1476
1477,144592000,145712000,-1120000,1477
1478,68982400,68982400,0,1478
1479,105033000,105033000,0,1479
1480,103052000,103052000,0,1480
1481,122455000,122455000,0,1481
1482,127351000,127351000,0,1482
1483,48004200,48004200,0,1483
1484,54396800,54396800,0,1484
1485,54986800,54986800,0,1485
1486,99327600,99327600,0,1486
1487,58842700,58842700,0,1487
1488,64745400,64745400,0,1488
1489,57879500,57879500,0,1489
1490,110076000,110076000,0,1490
1491,79291000,79291000,0,1491
1492,78964900,78964900,0,1492
1493,45541600,45541600,0,1493
1494,58850500,58850500,0,1494
1495,40571900,40571900,0,1495
1496,100231000,100231000,0,1496
1497,48472300,48472300,0,1497
1498,49139200,49139200,0,1498
1499,80547300,80547300,0,1499
1500,88303000,88303000,0,1500
1501,46449000,46449000,0,1501
1502,80640900,80640900,0,1502
1503,117348000,117348000,0,1503
1504,62818800,62818800,0,1504
1505,93517400,93517400,0,1505
1506,63379100,63379100,0,1506
1507,47534100,47534100,0,1507
1508,19941800,19941800,0,1508
1509,32134800,32134800,0,1509
1510,68431500,68431500,0,1510
1511,111479000,111479000,0,1511
1512,44085700,44085700,0,1512
1513,46615800,46615800,0,1513
1514,27124400,27124400,0,1514
1515,67120800,67120800,0,1515
1516,38213500,38213500,0,1516
1517,28697400,28697400,0,1517
1518,110830000,110830000,0,1518
1519,51567400,51567400,0,1519
1520,51025600,51025600,0,1520
1521,56016400,56016400,0,1521
1522,47549800,47549800,0,1522
1523,72382200,72382200,0,1523
1524,16390500,16390500,0,1524
1525,94253200,94253200,0,1525
1526,63827100,63827100,0,1526
1527,87697100,87697100,0,1527
1528,127229000,127229000,0,1528
1529,116901000,116901000,0,1529
1530,53213900,53213900,0,1530
1531,77205500,77205500,0,1531
1532,83458300,83458300,0,1532
1533,50708300,50708300,0,1533
1534,60229400,60229400,0,1534
1535,86022500,66916600,19105900,1535
1536,60440800,60440800,0,1536
1537,85555900,85555900,0,1537
1538,122484000,122484000,0,1538
1539,116821000,116821000,0,1539
1540,127017000,127017000,0,1540
1541,116762000,116762000,0,1541
1542,134972000,134972000,0,1542
1543,111514000,111514000,0,1543
1544,72020700,71455500,565200,1544
1545,19245300,19245300,0,1545
1546,73685400,73685400,0,1546
1547,105240000,105240000,0,1547
1548,96095300,96095300,0,1548
1549,136713000,136713000,0,1549
1550,145514000,145514000,0,1550
1551,58701800,58701800,0,1551
1552,184813000,184813000,0,1552
1553,145505000,145505000,0,1553
1554,36498100,36498100,0,1554
1555,131776000,131776000,0,1555
1556,88874600,88874600,0,1556
1557,127721000,127721000,0,1557
1558,115797000,115797000,0,1558
1559,142620000,142620000,0,1559
1560,149373000,149373000,0,1560
1561,192496000,192496000,0,1561
1562,89880500,89880500,0,1562
1563,104919000,104919000,0,1563
1564,152763000,152763000,0,1564
1565,106304000,106304000,0,1565
1566,132748000,132748000,0,1566
1567,144025000,144025000,0,1567
1568,113830000,113830000,0,1568
1569,83163400,83163400,0,1569
1570,99535000,99535000,0,1570
1571,111782000,111782000,0,1571
1572,65002100,65002100,0,1572
1573,143233000,143233000,0,1573
1574,34645900,34645900,0,1574
1575,63240400,63240400,0,1575
1576,47436500,47436500,0,1576
1577,50916500,50916500,0,1577
1578,90614000,90614000,0,1578
1579,26998800,26998800,0,1579
1580,75395200,75395200,0,1580
1581,68575100,68575100,0,1581
1582,54585100,54585100,0,1582
1583,55024300,55024300,0,1583
1584,59462200,59462200,0,1584
1585,80045800,80045800,0,1585
1586,15198100,15198100,0,1586
1587,103828000,103828000,0,1587
1588,64347800,64347800,0,1588
1589,33217600,33217600,0,1589
1590,28402200,28402200,0,1590
1591,24843200,24843200,0,1591
1592,57908900,57908900,0,1592
1593,59632500,59632500,0,1593
1594,33432500,33432500,0,1594
1595,5274660,46317800,-41043140,1595
1596,35414300,35414300,0,1596
1597,41265000,41265000,0,1597
1598,34410800,34410800,0,1598
1599,17348900,17348900,0,1599
1600,37399200,37399200,0,1600
1601,12261700,12261700,0,1601
1602,48743000,48743000,0,1602
1603,32473900,32473900,0,1603
1604,49397300,49397300,0,1604
1605,38746600,38746600,0,1605
1606,56451000,56451000,0,1606
1607,38753900,38753900,0,1607
1608,46633000,46633000,0,1608
1609,9959760,9959760,0,1609
1610,20401900,20401900,0,1610
1611,24486900,24486900,0,1611
1612,28183500,28183500,0,1612
1613,34689700,34689700,0,1613
1614,52710600,52710600,0,1614
1615,26839400,26839400,0,1615
1616,35818900,35818900,0,1616
1617,14976100,14976100,0,1617
1618,25344700,25344700,0,1618
1619,15919600,15919600,0,1619
1620,20896200,20896200,0,1620
1621,11225300,11225300,0,1621
1622,43407500,43407500,0,1622
1623,22278400,22278400,0,1623
1624,25808500,25808500,0,1624
1625,11659600,11659600,0,1625
1626,53632400,53632400,0,1626
1627,34575500,55904800,-21329300,1627
1628,835218,728120000,-727284782,1628
1629,21044000,21044000,0,1629
1630,105981000,105981000,0,1630
1631,5963120,138341000,-132377880,641
1632,6650640,130958000,-124307360,647
1633,8510550,144242000,-135731450,639
1634,14166300,14166300,0,1634
1635,36380400,36380400,0,1635
1636,52152500,52152500,0,1636
1637,54078500,54078500,0,1637
1638,94027500,94027500,0,1638
1639,53930900,53930900,0,1639
1640,26618600,26619200,-600,1640
1641,85090300,85090300,0,1641
1642,15332900,15332900,0,1642
1643,38347900,38347900,0,1643
1644,159619,62767700,-62608081,980
1645,18328200,18328200,0,1645
1646,25767400,25767400,0,1646
1647,47774300,47774300,0,1647
1648,25146800,25146800,0,1648
1649,10080700,10080700,0,1649
1650,10961600,10961600,0,1650
1651,14918500,14918500,0,1651
1652,5696980,5696980,0,1652
1653,8135010,8135010,0,1653
1654,7781260,7781260,0,1654
1655,73667500,73667500,0,1655
1656,80414700,80414700,0,1656
1657,109656000,109656000,0,1657
1658,22924300,22924300,0,1658
1659,847778,847778,0,1659
1660,13616800,13616800,0,1660
1661,1236880,1236880,0,1661
1662,7557440,7520480,36960,1662
1663,355257,355257,0,1663
1664,10797400,11068600,-271200,1664
1665,13396100,13396100,0,1665
1666,132960,132960,0,1666
1667,7904670,7904670,0,1667
1668,12726000,12726000,0,1668
1669,10984200,10984200,0,1669
1670,928529,928529,0,1670
1671,11978500,11978500,0,1671
1672,578513,578513,0,1672
1673,13776500,13776500,0,1673
1674,4391380,4391380,0,1674
1675,995400,995400,0,1675
1676,1575180,1575180,0,1676
1677,727196,727196,0,1677
1678,691930,691930,0,1678
1679,6849480,6849480,0,1679
1680,160449,160449,0,1680
1681,1509950,1509950,0,1681
1682,1436600,1436600,0,1682
1683,4227900,4227900,0,1683
1684,14974200,14974200,0,1684
1685,3354660,3354660,0,1685
1686,15627000,15627000,0,1686
1687,681972,681972,0,1687
1688,75530200,75530200,0,1688
1689,85150900,85150900,0,1689
1690,5175060,5175060,0,1690
1691,4407940,4407940,0,1691
1692,4584960,4584960,0,1692
1693,4400700,4400700,0,1693
1694,1195170,1195170,0,1694
1695,6174960,6174960,0,1695
1696,8504660,8504660,0,1696
1697,26646700,26646700,0,1697
1698,18888900,18888900,0,1698
1699,1807510,1807510,0,1699
1700,3188700,3188700,0,1700
1701,2561060,2561060,0,1701
1702,1138520,1138520,0,1702
1703,2187450,2187450,0,1703
1704,2467740,2467740,0,1704
1705,225614,225614,0,1705
1706,147906,147906,0,1706
1707,222069,222069,0,1707
1708,204591,204591,0,1708
1709,198404,198404,0,1709
1710,54530600,56429600,-1899000,1710
1711,6057410,13261000,-7203590,1711
1712,10856000,10856000,0,1712
1713,10721200,10721200,0,1713
1714,16520400,16520400,0,1714
1715,6405550,6405550,0,1715
1716,17358800,17358800,0,1716
1717,11673700,11673700,0,1717
1718,37335800,46482400,-9146600,1718
1719,4833560,4833560,0,1719
1720,5144100,5144100,0,1720
1721,1109920,1109920,0,1721
1722,14762900,14762900,0,1722
1723,8156580,8156580,0,1723
1724,6494600,6494600,0,1724
1725,34735900,34735900,0,1725
1726,62904100,62904100,0,1726
1727,8261270,8261270,0,1727
1728,7386070,6030640,1355430,1728
1729,6506240,6506240,0,1729
1730,6443900,6239770,204130,1730
1731,7334120,7532730,-198610,1731
1732,7311660,7311660,0,1732
1733,3495830,6159750,-2663920,1733
1734,4834850,5295690,-460840,1734
1735,4729110,3855420,873690,1735
1736,13010000,13010000,0,1736
1737,5438600,7474020,-2035420,1737
1738,2357830,2357830,0,1738
1739,3947700,3947700,0,1739
1740,5295340,5295340,0,1740
1741,4480600,4480600,0,1741
1742,3274320,3274320,0,1742
1743,5766940,5766940,0,1743
1744,6595270,6595270,0,1744
1745,5051080,5051080,0,1745
1746,2488800,2488800,0,1746
1747,5638370,5638370,0,1747
1748,11908000,11908000,0,1748
1749,12569300,12569300,0,1749
1750,11433100,11433100,0,1750
1751,10018500,10018500,0,1751
1752,10797600,10797600,0,1752
1753,8633550,8633550,0,1753
1754,17734200,17734200,0,1754
1755,7756440,7756440,0,1755
1756,7279510,7279510,0,1756
1757,6483160,6483160,0,1757
1758,9540710,9540710,0,1758
1759,3086980,3086980,0,1759
1760,3943030,3943030,0,1760
1761,4651960,4651960,0,1761
1762,8413950,8413950,0,1762
1763,43317200,43317200,0,1763
1764,18561400,18561400,0,1764
1765,21255200,21255200,0,1765
1766,137148000,137148000,0,1766
1767,30159600,30159600,0,1767
1768,38132000,38132000,0,1768
1769,30514500,30514500,0,1769
1770,42280100,42280100,0,1770
1771,75909300,75909300,0,1771
1772,4225520,4225520,0,1772
1773,10219100,10219100,0,1773
1774,6063630,6063630,0,1774
1775,6490020,6490020,0,1775
1776,3641300,3641300,0,1776
1777,940896,940896,0,1777
1778,1983920,1983920,0,1778
1779,1802500,1802500,0,1779
1780,1752160,1752160,0,1780
1781,1240570,1240570,0,1781
1782,970694,970694,0,1782
1783,818274,818274,0,1783
1784,337386,337386,0,1784
1785,888076,888076,0,1785
1786,2724400,2724400,0,1786
1787,870071,870071,0,1787
1788,1046090,1046090,0,1788
1789,1374600,1374600,0,1789
1790,3125870,3125870,0,1790
1791,13785800,13785800,0,1791
1792,1564640,1564640,0,1792
1793,225224,225224,0,1793
1794,765553,765553,0,1794
1795,10658600,10658600,0,1795
1796,17482300,17482300,0,1796
1797,13618800,13618800,0,1797
1798,8112030,8112030,0,1798
1799,20893800,20893800,0,1799
1800,11478400,11478400,0,1800
1801,7275860,7275860,0,1801
1802,8487670,8487670,0,1802
1803,6112650,6112650,0,1803
1804,13840500,13840500,0,1804
1805,2733410,2733410,0,1805
1806,24063600,24063600,0,1806
1807,34739400,34739400,0,1807
1808,26508000,26508000,0,1808
1809,86974400,86974400,0,1809
1810,2730130,2730130,0,1810
1811,35765800,35765800,0,1811
1812,43551400,43551400,0,1812
1813,13819800,13819800,0,1813
1814,52332400,52332400,0,1814
1815,7365380,7365380,0,1815
1816,9692820,9692820,0,1816
1817,15054300,15054300,0,1817
1818,15105700,15105700,0,1818
1819,15633200,15633200,0,1819
1820,312462,312462,0,1820
1821,21750100,21750100,0,1821
1822,5905910,5905910,0,1822
1823,57809200,57809200,0,1823
1824,1798770,1798770,0,1824
1825,1314110,1314110,0,1825
1826,23515900,23515900,0,1826
1827,33471100,33471100,0,1827
1828,738732,738732,0,1828
1829,615844,615844,0,1829
