1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,37,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,54,55,56,57,58,59,59,60,61,62,63,64,65,66,67,68,69,70
18.8024,35.6792,0.0000,13.8186,0.0000,-28.6000,7.9853,-19.7368,0.0000,0.0000,5436.8256,0.0000,5.5501,12.7709,0.1665,3.5113,14.9796,1.3705,24.4657,147.8137,4.3891,1.2120,112.7009,0.0000,687.3117,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,! 2006-01-01
30.2638,39.6435,0.0000,13.1107,0.0000,-10.3356,6.1447,7.6455,0.0000,0.0000,5238.6080,0.0000,5.5218,12.5727,0.1676,3.3980,14.9513,1.3535,24.0976,139.0355,4.2758,1.2148,105.3385,0.0000,533.3587,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,! 2006-01-02
30.0158,34.5465,0.0000,12.3461,0.0000,4.3891,8.9198,124.5939,0.0000,0.0000,5210.2912,0.0000,5.5501,12.2895,0.1580,3.3414,14.4416,1.3479,23.6445,133.3721,4.1909,1.1638,98.8256,0.0000,512.0621,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,! 2006-01-03
23.1348,30.0158,0.0000,11.8931,0.0000,-1.6679,7.2491,26.9576,0.0000,0.0000,5266.9248,0.0000,5.4935,12.1479,0.1441,3.3131,13.2806,1.3281,23.1065,129.4078,3.9644,1.0704,94.2949,0.0000,470.3538,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,! 2006-01-04
27.5522,33.6970,0.0000,11.3834,0.0000,20.9261,8.4384,164.8038,0.0000,0.0000,5380.1920,0.0000,4.6723,11.9497,0.1438,3.2564,13.0540,1.2941,22.6251,121.4791,3.7378,0.9798,90.0474,0.0000,524.2738,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,! 2006-01-05
23.3357,31.1485,0.0000,10.9869,0.0000,15.2911,6.5129,159.9899,0.0000,0.0000,5550.0928,0.0000,5.0404,11.7515,0.1402,3.1998,12.9974,1.2601,22.1437,112.7009,3.4830,0.8382,86.3662,0.0000,591.9391,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,! 2006-01-06
1.6374,32.5643,0.0000,10.7887,0.0000,-6.9942,4.5873,-135.9206,0.0000,0.0000,5719.9936,0.0000,5.1253,11.7232,0.1368,3.1715,12.9974,1.2374,21.7190,106.7543,3.3131,0.7702,83.2514,0.0000,494.3051,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,! 2006-01-07
5.9206,31.1485,0.0000,10.2507,0.0000,-18.4626,9.3048,-40.2099,0.0000,0.0000,5946.5280,0.0000,5.3519,11.6665,0.1396,3.1432,13.0540,1.2318,21.5208,103.6395,3.1715,0.7702,80.7029,0.0000,498.9066,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,! 2006-01-08
-0.7050,35.3960,0.0000,9.7976,0.0000,-7.4190,10.1657,-23.0499,0.0000,0.0000,6059.7952,0.0000,5.5218,11.6382,0.1450,3.1432,13.0824,1.2205,21.4075,101.9405,3.1432,0.7589,78.7207,0.0000,519.1413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,! 2006-01-09
