1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,yyyy-mm-dd
37.9445,33.9802,0.0,13.1107,0.0,43.891,13.8752,109.586,0.0,3592.1883,8381.7728,0.0,6.1448,14.6368,0.6796,3.8228,14.9513,1.5857,23.9843,108.7365,6.4845,1.8038,95.7108,0,737.8886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/17/2006
20.5942,34.2633,0.0,17.16,0.0,38.5108,30.0158,75.6059,0.0,3689.2745,8608.3072,0.0,5.805,19.3174,0.8055,3.7945,16.0839,1.7868,27.2124,120.3464,11.355,3.0299,121.4791,0,899.9236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/18/2006
17.5688,53.2356,0.0,23.333,0.0,31.1485,24.3808,-0.4899,0.0,3762.0891,8778.208,0.0,5.805,23.9885,0.5692,4.2758,17.5564,2.1379,29.7326,138.186,14.1584,3.1998,150.3622,0,1061.9587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/19/2006
31.4316,80.4197,0.0,33.1307,0.0,31.1485,21.3411,-0.9911,0.0,3798.4965,8863.1584,0.0,5.9465,21.2046,0.4106,4.4741,16.2538,1.8831,29.4495,211.2433,11.2135,2.608,186.6077,0,1248.1809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/20/2006
69.9425,83.2514,0.0,33.697,0.0,41.3425,18.3481,78.1544,0.0,3810.6322,8891.4752,0.0,6.0598,16.6509,0.3681,4.3042,15.6875,1.6735,30.299,285.9997,48.1386,29.4495,248.3383,0,1394.1305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/21/2006
75.0395,70.5088,0.0,29.7326,0.0,16.1123,14.902,-53.8019,0.0,3847.0395,8976.4256,0.0,6.8527,14.769,0.589,4.1059,15.5459,1.6197,28.1186,300.1581,47.2891,26.2214,283.168,0,1497.8997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/22/2006
87.2157,63.4296,0.0,28.0053,0.0,40.7762,27.3257,159.4236,0.0,3883.4469,9061.376,0.0,8.2685,23.1348,4.6139,6.0598,19.7934,1.6141,27.4673,302.9898,30.5821,20.4447,277.7878,0,1545.1534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/23/2006
65.1428,49.2712,0.0,28.2318,0.0,31.4316,30.8417,126.5761,0.0,3980.533,9287.9104,0.0,6.9943,23.3897,6.6668,22.1721,65.9781,1.8293,47.0059,362.455,22.2287,16.2822,276.372,0,1577.8947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/24/2006
34.8297,47.0059,0.0,29.7326,0.0,27.0709,25.0887,47.0059,0.0,4198.9769,9797.6128,0.0,6.2863,23.7295,3.8298,20.6996,52.3861,1.8463,82.4019,543.6826,15.6309,8.58,305.8214,0,1619.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/25/2006
30.6913,60.3148,0.0,32.5643,0.0,12.8558,20.7907,17.4998,0.0,4550.9143,10618.8,0.0,5.9749,22.1738,2.0453,12.7709,30.299,1.5999,86.3662,665.4448,11.9497,4.7006,351.1283,0,1669.3933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/26/2006
31.621,59.4653,0.0,31.7148,0.0,2.7099,15.5804,-24.4657,0.0,4975.6663,11609.888,0.0,5.9182,17.2449,1.2159,8.7216,24.1825,1.4413,61.7306,744.7318,10.1091,3.5679,368.1184,0,1717.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/27/2006
46.1564,54.9346,0.0,30.299,0.0,-10.4489,13.6652,-86.3662,0.0,5315.4679,12402.7584,0.0,6.0032,15.5955,0.8584,6.7394,21.5774,1.3592,43.0415,781.5437,8.9764,3.0582,348.2966,0,1749.7423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/28/2006
63.7128,48.4217,0.0,32.2812,0.0,39.3604,13.4756,-41.6257,0.0,5752.3557,13422.1632,0.0,6.3713,16.5323,1.5179,6.0598,20.7845,1.4243,37.9445,792.8704,9.6843,3.5679,305.8214,0,1757.2344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/29/2006
62.0306,52.1029,0.0,38.2277,0.0,57.7663,28.4245,75.3227,0.0,6286.3296,14668.1024,0.0,6.343,19.7126,1.8984,5.72,23.9843,1.6367,41.9089,787.207,13.5637,4.3042,259.6651,0,1737.1767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/30/2006
74.7564,52.3861,0.0,50.6871,0.0,26.3629,28.8731,37.6613,0.0,6917.3897,16140.576,0.0,6.1448,47.4011,1.1232,6.7394,30.8653,1.6452,72.2078,826.8506,13.2239,3.4263,332.7442,0,1700.6598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/31/2006
58.9995,60.3148,0.0,58.3326,0.0,20.5297,20.8695,-9.9958,0.0,7050.8832,16452.0608,0.0,6.2297,40.6405,0.7787,7.2208,27.354,1.4838,73.9068,866.4941,10.6188,2.6674,416.257,0,1674.1718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/1/2006
104.1409,65.9781,0.0,62.8633,0.0,236.7284,-2.8962,4.8705,0.0,7281.4629,16990.08,0.0,11.4966,49.4677,2.2399,6.796,25.4002,1.6112,59.7484,908.9693,12.2329,5.2386,404.9302,0,1634.4693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/2/2006
100.2415,66.2613,0.0,76.7385,0.0,283.168,41.6257,228.7997,0.0,7609.1287,17754.6336,0.0,8.7499,116.6652,2.7562,8.7499,33.4138,2.7949,56.6336,923.1277,16.7919,6.343,373.7818,0,1592.2891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3/2006
136.5135,95.994,0.0,91.1801,0.0,263.3462,48.1976,300.1581,0.0,7839.7083,18292.6528,0.0,7.3907,137.6437,1.9142,12.9691,39.6435,2.9166,72.7742,934.4544,18.321,4.3042,390.7718,0,1552.3506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/4/2006
151.2117,140.7345,0.0,83.2514,0.0,259.3819,49.2712,129.1246,0.0,7876.1157,18377.6032,0.0,6.796,76.4554,1.3928,12.6293,33.4138,2.0105,80.7029,957.1078,13.7053,3.0582,424.752,0,1499.2566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/5/2006
218.1131,142.7167,0.0,69.9425,0.0,217.473,44.7405,138.7523,0.0,7791.1653,18179.3856,0.0,6.8527,41.9089,0.8637,8.9198,26.901,1.6565,74.4732,988.2563,10.5338,2.4636,453.0688,0,1433.774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/6/2006
235.0294,101.6573,0.0,57.4831,0.0,161.4058,45.1181,271.2749,0.0,7135.8336,16650.2784,0.0,6.6828,32.3932,0.728,6.796,23.7861,1.4951,56.6336,1030.7315,9.0047,2.2937,447.2875,0,1430.1754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/7/2006
213.7246,75.3227,0.0,49.2712,0.0,114.1167,39.5403,42.4752,0.0,6917.3897,16140.576,0.0,5.9749,26.5122,0.5947,6.0315,22.8233,1.4866,44.1742,1027.8998,8.7782,2.1804,408.1159,0,1463.2116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/8/2006
131.39,64.5623,0.0,42.7584,0.0,93.4454,30.1957,79.0039,0.0,6650.4027,15517.6064,0.0,6.0032,23.3413,0.538,5.6917,21.634,1.4555,37.6613,996.7514,8.9764,2.002,361.5111,0,1515.1848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/9/2006
97.1266,54.9346,0.0,37.095,0.0,69.3762,25.9963,-52.3861,0.0,6359.1442,14838.0032,0.0,6.2863,20.6547,0.5127,5.2952,20.8412,1.3677,34.2633,923.1277,7.504,1.7726,318.21,0,1599.8402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/10/2006
134.8071,62.0138,0.0,44.1742,0.0,115.2494,24.1327,255.7007,0.0,6189.2434,14441.568,0.0,8.3535,77.3049,5.1171,7.1358,26.3913,2.0615,38.794,869.3258,15.6875,6.8527,297.7983,0,1636.1211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/11/2006
147.5305,89.1979,0.0,65.1286,0.0,77.8712,38.7704,229.0829,0.0,6140.7003,14328.3008,0.0,7.1358,103.492,4.9554,15.6309,50.4039,5.4085,64.2791,809.8605,25.3719,9.1463,413.5433,0,1727.4428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/12/2006
190.165,169.6176,0.0,77.0217,0.0,54.0851,34.3253,78.7207,0.0,5946.528,13875.232,0.0,6.8244,76.1722,3.2263,19.4536,42.7584,4.644,84.3841,846.6723,21.0677,5.5501,570.4655,0,1779.3569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/13/2006
235.0294,212.6592,0.0,79.287,0.0,49.8376,26.9508,-39.3604,0.0,5873.7134,13705.3312,0.0,6.7677,55.0939,1.6594,13.9035,33.9802,2.5485,86.0831,928.791,15.0079,3.5396,671.4621,0,1795.8751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/14/2006
243.2413,210.1107,0.0,73.6237,0.0,39.6435,21.8582,-108.7365,0.0,5849.4418,13648.6976,0.0,6.6828,33.4138,1.1808,9.2879,28.1186,1.9963,77.588,1005.2464,12.3178,2.86,685.2666,0,1766.5554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/15/2006
210.677,169.6176,0.0,62.0138,0.0,31.4316,19.4787,-82.9682,0.0,5740.2199,13393.8464,0.0,6.7111,28.036,0.9061,7.419,25.0037,1.7585,57.4831,1042.0582,10.4489,2.5428,649.1934,0,1711.2196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/16/2006
206.9398,114.1167,0.0,56.3504,0.0,43.891,19.5103,161.6889,0.0,5630.9979,13138.9952,0.0,6.9093,23.8528,0.7674,6.343,23.2198,1.6226,43.891,1036.3949,8.9198,2.3305,521.0291,0,1617.5382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/17/2006
199.9166,83.5346,0.0,54.6514,0.0,33.4138,18.8024,212.0928,0.0,5485.3687,12799.1936,0.0,6.8244,21.5025,0.7115,5.7483,22.257,1.5404,37.9445,957.1078,8.042,2.1238,421.9203,0,1513.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/18/2006
161.9792,67.6772,0.0,54.3683,0.0,13.3655,17.4231,35.396,0.0,5315.4679,12402.7584,0.0,6.6828,20.0837,0.6456,5.3236,21.6057,1.4725,34.5465,846.6723,7.6172,2.0756,353.96,0,1435.7208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/19/2006
142.4571,59.1821,0.0,54.6514,0.0,10.3639,14.4189,20.0766,0.0,5121.2955,11949.6896,0.0,6.6828,18.3882,0.5777,4.9554,21.2376,1.43,32.5643,699.425,7.2491,2.0105,319.2719,0,1306.8203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/20/2006
130.042,54.0851,0.0,55.2178,0.0,6.258,14.4416,-16.9334,0.0,4854.3086,11326.72,0.0,6.5978,17.9529,0.5274,4.7572,20.8695,1.3819,32.8475,563.5043,6.9093,1.9086,299.3322,0,1170.2508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/21/2006
106.288,50.4039,0.0,54.6514,0.0,-1.9029,13.7151,-33.697,0.0,4611.5931,10760.384,0.0,6.4562,17.7953,0.5097,4.644,20.8412,1.3592,35.6792,441.7421,6.5695,1.8548,258.2492,0,1041.1733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/22/2006
109.0197,47.5722,0.0,48.9881,0.0,24.1825,15.0079,110.7187,0.0,4393.1493,10250.6816,0.0,6.5129,18.4218,0.4972,4.6156,20.7562,1.345,36.5287,359.6234,6.3146,1.7613,250.8986,0,1025.3041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/23/2006
65.1558,45.0237,0.0,39.9267,0.0,6.4562,13.762,9.0897,0.0,4247.52,9910.88,0.0,6.2863,18.6608,0.4786,4.5307,20.6429,1.3167,35.9623,308.6531,5.9465,1.6367,250.8279,0,1026.9345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/24/2006
52.5344,43.6079,0.0,33.697,0.0,20.8695,11.4117,59.1821,0.0,4271.7915,9967.5136,0.0,7.2774,32.8475,4.6989,6.4279,27.6372,2.3305,41.9089,291.663,14.1867,8.4667,255.099,0,1129.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/25/2006
